url,Community Name,Latitude,Longitude,Street Address,City,State,Zip Code,County,School District,"Status (Active, Upcoming, Sold Out)",Builder,Product Type,Avg Lot Size,# of Garages,Adult Community (Y/N),Incentive %,Incentive $,Current Incentive Type,Model hours,Phone number,Website,Overall Description of the Community,Foundation Type,Model Name,Plan Description,# BR,# BA,# 1/2 BA,# of Floors,Minimum SQFT,Minimum Base Price (Current),Previous Price,Last Updated,Maximum Price,Maximum SQFT,Plan Features,Interior Specifications Descriptions,First Floor Master (Y/N),Amenities Available,Attributes/Features,Exterior Specifications Available,Interior Specifications Available,QMI Incentive %,QMI Incentive $,QMI Current Incentive Type,QMI Model Name,QMI # of Garages,QMI # of BR,QMI # of BA,QMI # of 1/2 BA,QMI Model SQFT,QMI Model # of Floor,QMI Model Price,QMI Availability Date,QMI Lot SQFT,QMI Interior/Exterior Attributes,HOA Fee,HOA Services,Other Fees (i.e. CDD),Community - Open Date,Community - Closed Date,Total Lots,# of Sales per month,Total Lots Sold,Total Lots - Total Sold
https://www.nealcommunities.com/new-homes/palm-grove/avery-2/2357-washington-palm-court-avery-13102/,Palm Grove,27.47801,-82.35952,2357 Washington Palm Court,Bradenton,FL,34212,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Avery,"MOVE IN READY - Avery Interior Unit - Homesite #13102
The Avery townhome is a 2-story home which includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.
Call today to learn more about the Avery townhome!
***Photos are of Avery furnished model*** NOT ACTUAL PHOTOS OF HOME",3,2,1,2,1790,329990,,2026-05-03T12:08:17+00:00,,,,,,Y,,,,,,,Avery,1,3,2,1,1790,2,329990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/avery-2/2360-washington-palm-court-bradenton-fl-34212-homesite-01104/,Palm Grove,27.47801,-82.35952,2360 Washington Palm Court,Lakewood Ranch,FL,34212,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Avery,"MOVE IN READY - Avery at Palm Grove - Homesite #01104
Come home to the Avery, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.",3,2,1,2,1790,322990,,2026-05-03T12:07:52+00:00,,,"Living Room, Dining Room, Guest Room, Loft",,,Y,"Living Room, Dining Room, Guest Room, Loft",,,,,,Avery,1,3,2,1,1790,2,322990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/avery-2/2365-washington-palm-court-avery-interior-13104/,Palm Grove,27.47801,-82.35952,2365 Washington Palm Court,Lakewood Ranch,FL,34212,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Avery,"MOVE IN READY - Avery at Palm Grove - Homesite # 13104
Come home to the Avery, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.
***Photos are of Avery furnished model*** NOT ACTUAL PHOTOS OF HOME",3,2,1,2,1790,299990,,2026-05-03T12:08:39+00:00,,,"Living Room, Dining Room, Guest Room, Loft, Interior",,,Y,"Living Room, Dining Room, Guest Room, Loft, Interior",,,,,,Avery,1,3,2,1,1790,2,299990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/bright-meadow-2-9/17626-meandering-palms-crossing-bright-meadow-2-77/,Palm Grove,27.47801,-82.35952,17626 Meandering Palms Crossing,Lakewood Ranch,FL,34212,,,Upcoming,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Bright Meadow 2,"UNDER CONSTRUCTION - Bright Meadow 2 with pool at Palm Grove - Homesite 77
The Bright Meadow 2 plan by Neal Communities is designed with those features most desired by homeowners. The foyer entry leads to a spacious and open family room with recessed ceiling. An open kitchen is situated off this area, complete with large walk-in pantry, gracefully curved island and breakfast nook. French doors from the great room open to the den. Glass sliding doors in the great room provide access to the roomy covered lanai with a private pool and spa professionally designed by Waterscapes with a pool bath. Besides the master bedroom with recessed ceiling the suite holds two walk-in closets and master bath with dual sinks, walk-in shower and water closet. Both secondary bedrooms include a walk-in closet and have easy access to the secondary bathroom.
**DISCLAIMER: Photos are of the Bright Meadow 2 model home and are for illustrative purposes only.",3,2,1,1,2309,749990,,2026-05-03T12:09:30+00:00,,,"Living Room, Dining Room, Office, Guest Room, Impact Resistant Windows, Pool and Spa Professionally designed by Waterscapes, Pool Bath, Butler's Pantry",,,Y,"Living Room, Dining Room, Office, Guest Room, Impact Resistant Windows, Pool and Spa Professionally designed by Waterscapes, Pool Bath, Butler's Pantry",,,,,,Bright Meadow 2,3,3,2,1,2309,1,749990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/bright-star/2247-lady-palm-loop-bright-star-145/,Palm Grove,27.47801,-82.35952,2247 Lady Palm Loop,Lakewood Ranch,FL,34212,,,Upcoming,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Bright Star,"UNDER CONSTRUCTION -Bright Star w/ Pool at Palm Grove - Homesite #145
The Bright Star, a two-story home spanning 3,233 square feet, offers comfortable living with a focus on both functionality and leisure. This four-bedroom, three-bathroom residence boasts a well-designed layout that includes a living room, dining room, bonus room, and loft, providing ample space for gatherings and relaxation. Convenient features such as a mud room and walk-in closets enhance daily living, while the covered lanai with professionally designed pool by Waterscapes extends the living space outdoors. The Bright Star is an ideal home for those seeking a balance of practicality and comfortable living.
**DISCLAIMER: Photos are of the Bright Star model and are for illustrative purposes only.",4,3,,2,3233,863990,,2026-04-23T12:20:36+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Proffesionaly designed Pool and Spa by Waterscapes",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Proffesionaly designed Pool and Spa by Waterscapes",,,,,,Bright Star,2,4,3,,3233,2,863990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/dream-2-9/2162-bamboo-palm-cove-dream2-223/,Palm Grove,27.47801,-82.35952,2162 Bamboo Palm Cove,Lakewood Ranch,FL,34212,,,Active,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Dream 2,"MOVE IN READY - Dream 2 at Palm Grove - Homesite #223
A luxurious home embodying the carefree, relaxed Florida lifestyle happens with the Dream 2, a 3 bedroom, 2 bath single family home with a 2-car garage. The floor plan includes a beautiful open kitchen with corner pantry, center island with plenty of counterspace for culinary creativity and a dining area. The great room has glass sliders that lead out onto the lanai, perfect for taking a break outside. The master bedroom includes 2 closets, dual vanity sinks and a walk-in shower. A separate den, utility room and 2 additional bedrooms and second bath complete the home.
***DISCLAIMER: Photos shown are of a Dream model home and are for illustrative purposes only. Photos may include features, upgrades, furnishings, and design elements that are not included in the actual home being offered for sale.",3,2,,1,1860,559990,,2026-05-04T15:21:28+00:00,,,"Living Room, Dining Room, Guest Room, Office, Pocket Sliding Glass Doors, Impact Resistant Glass, 8ft Interior Doors",,,Y,"Living Room, Dining Room, Guest Room, Office, Pocket Sliding Glass Doors, Impact Resistant Glass, 8ft Interior Doors",,,,,,Dream 2,2,3,2,,1860,1,559990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/heritage-8/2153-bamboo-palm-cove-heritage2-243/,Palm Grove,27.47801,-82.35952,2153 Bamboo Palm Cove,Lakewood Ranch,FL,34212,,,Upcoming,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Heritage 2,"UNDER CONSTRUCTION - Heritage 2 at Palm Grove - Homesite #243
The Heritage is a 2-story, 4 bedroom, 2.5 bath single-family home featuring 2,428 sq.ft. of living space. The first floor holds a beautifully-equipped kitchen and over-sized walk-in pantry, offering plenty of space for culinary creativity. The oversized island and café area are the perfect setting to enjoy your meals or catch up with friends over coffee. The great room features sliding doors, where you can enjoy the view of your extended and covered lanai in or outdoors. The master bedroom is located on the first floor, with dual sink vanities, a walk-in closet and corner shower.
Upstairs, there is a second bath, located between the second and third bedroom. Two of the bedrooms have walk-in closets, and all are anchored by a spacious loft that you can transform into an area reflecting your personal tastes. A 2-car garage and beautiful foyer complete the home.
DISCLAIMER: Photos are of the Heritage model and are for illustrative purposes only.",4,2,1,2,2427,641990,,2026-05-03T12:06:40+00:00,,,"Living Room, Dining Room, Office, Guest Room, Extended and Covered Lanai, 8ft Interior Doors, Pocket Sliding Door",,,Y,"Living Room, Dining Room, Office, Guest Room, Extended and Covered Lanai, 8ft Interior Doors, Pocket Sliding Door",,,,,,Heritage 2,2,4,2,1,2427,2,641990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/lighthouse/1916-palm-grove-glen-lighthouse-094/,Palm Grove,27.47801,-82.35952,1916 Palm Grove Glen,Lakewood Ranch,FL,34212,,,Upcoming,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Lighthouse,"UNDER CONSTRUCTION - Lighthouse at Palm Grove - Homesite #094
The Lighthouse home design by Neal Communities offers an open layout for the common living areas. The beautifully-equipped kitchen comes with an island, corner walk-in pantry and cafe area. A spacious great room has the option of a recessed ceiling for an extra touch of elegance. In the master suite, a door from the bedroom to the bathroom can be added. The suite also includes dual walk-in closets and master bath with walk-in shower and private water closet.
The 2nd story features a loft and bonus bedroom with Jack & Jill bath to maximize space and functionality of the home.
**DISCLAIMER: Photos are of the Lighthouse model and are for illustrative purposes only.",4,3,,2,2601,713990,,2026-04-01T20:46:44+00:00,,,"Living Room, Office, Loft, Impact Resistant Glass Windows, Den in lieu of dining room",,,Y,"Living Room, Office, Loft, Impact Resistant Glass Windows, Den in lieu of dining room",,,,,,Lighthouse,3,4,3,,2601,2,713990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/morgan-3/2356-washington-palm-court-morgan-interior-1105/,Palm Grove,27.47801,-82.35952,2356 Washington Palm Court,Lakewood Ranch,FL,34212,,,Active,Neal Communities,SFA,,1,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Morgan,"MOVE IN READY - Interior Morgan Townhome at Palm Grove - Homesite #01105
Come home to the Morgan, a new townhome design by award-winning Neal Communities.
This 2-story home includes 3 bedrooms, 2.5 baths and an attached garage. As soon as you enter the front door, you are greeted by the large living room with a well-appointed kitchen and dining space leading out to the covered lanai. A powder room, storage closet on the lanai, and access to the garage are also on the first floor.",3,2,1,2,1790,322990,,2026-05-03T12:07:14+00:00,,,"Living Room, Dining Room, Guest Room, Loft",,,Y,"Living Room, Dining Room, Guest Room, Loft",,,,,,Morgan,1,3,2,1,1790,2,322990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/ocean-front-2/17637-meandering-palms-crossing-ocean-front-87/,Palm Grove,27.47801,-82.35952,17637 Meandering Palms Crossing,Lakewood Ranch,FL,34212,,,Upcoming,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Ocean Front,"UNDER CONSTRUCTION - Ocean Front w/ Pool at Palm Grove - Homesite #87
The main living area of the Ocean Front plan is spacious and open with a great room, dining room and island kitchen. In the master suite, two walk-in closets sit just off the bedroom, which includes a coffered ceiling. The suite’s master bath features dual sinks, a large walk-in shower and water closet. Another full bath, situated between the two remaining bedrooms, is a Jack and Jill entry. Additional plan features include a den or office, large laundry room and a spacious covered lanai with a professionally designed pool and spa by Waterscapes, which comes with a pool bath. The Ocean Front also has a second level with a loft and second master suite.",4,3,1,2,3156,962990,,2026-05-03T12:10:43+00:00,,,"Living Room, Dining Room, Bonus Room, Office, Guest Room, Jack and Jill Bath, Impact Resistant Glass, Pool and Spa Professionally designed by Waterscapes",,,Y,"Living Room, Dining Room, Bonus Room, Office, Guest Room, Jack and Jill Bath, Impact Resistant Glass, Pool and Spa Professionally designed by Waterscapes",,,,,,Ocean Front,3,4,3,1,3156,2,962990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/sandcastle-2-7/2118-sylvester-palm-lane-sandcastle-2-27/,Palm Grove,27.47801,-82.35952,2118 Sylvester Palm Lane,Lakewood Ranch,FL,34212,,,Active,Neal Communities,SFA,,2,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Sandcastle 2,"Move In Ready - Sandcastle 2 at Palm Grove - Homesite 27
Encapsulating 1,848 sq. ft. of living space the Sandcastle 2 is Neal Communities largest villa home design with 3 bedrooms, 2 baths, and a 2-car garage. A large island and plenty of counter space can be found in the well-appointed kitchen, overlooking the spacious great room and dining area. A separate den is tucked away between the second and third bedrooms, ideal for enjoying drinks with friends and family during the evening. Any time of the day, you can retreat to the master bedroom featuring an oversized walk-in closet, dual sinks and separate water closet. A scenic outdoor extended and screened in lanai completes this floor plan.
**DISCLAIMER: Photos are of the Sandcastle 2 model home and are for illustrative purposes only.",3,2,,1,1848,532990,,2026-02-03T15:18:13+00:00,,,"Living Room, Dining Room, Guest Room, Office, Extended and Screened In Lanai, Impact Resistant Glass, Lake View",,,Y,"Living Room, Dining Room, Guest Room, Office, Extended and Screened In Lanai, Impact Resistant Glass, Lake View",,,,,,Sandcastle 2,2,3,2,,1848,1,532990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/sea-mist-8/18019-meandering-palms-crossing-sea-mist-200/,Palm Grove,27.47801,-82.35952,18019 Meandering Palms Crossing,Lakewood Ranch,FL,34212,,,Upcoming,Neal Communities,SFD,,3,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Sea Mist,"UNDER CONSTRUCTION - Sea Mist w/ Pool - Homesite #200
The main living area of the Sea Mist plan is spacious and open with a great room, dining room and island kitchen. In the master suite, two walk-in closets sit just off the bedroom, which includes a coffered ceiling. The suite’s master bath features dual sinks, a large walk-in shower and water closet. Another full bath, situated between the two remaining bedrooms, has a Jack and Jill entry. Additional plan features include a den or office, large laundry room and a spacious covered lanai with professionally designed pool by Waterscapes, which comes with an outdoor kitchen wall and a pool bath.
***Photos are of Sea Mist model*** NOT ACTUAL PHOTOS OF HOME",3,2,1,1,2427,851990,,2026-05-03T12:09:59+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Jack and Jill Bath, Pool Professionally designed by Waterscapes",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Jack and Jill Bath, Pool Professionally designed by Waterscapes",,,,,,Sea Mist,3,3,2,1,2427,1,851990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/tidewinds-2-7/2115-sylvester-palm-lane-tidewinds2-034/,Palm Grove,27.47801,-82.35952,2115 Sylvester Palm Lane,Lakewood Ranch,FL,34212,,,Active,Neal Communities,SFA,,2,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Tidewinds 2,"Move In Ready - Tidewinds 2 at Palm Grove - Homesite 34
The Tidewinds 2, a twin villa-style home design by Neal Communities, offers 1,638 sq. ft. of comfortable living space. The beautifully-equipped kitchen featuring an island and walk-in pantry, is open to the dining area where you can enjoy your daily meals. For an added touch of elegance, the relaxing great room offers a recessed ceiling. A sliding glass door in the great room leads to the extended and covered lanai, perfect for lounging. The home also features a den, ideal for a home office or personal library. The roomy master suite features two closets including a walk-in, and a dual-sink master bath with walk-in shower and private water closet. The second bedroom is situated at the front of the home next to a full bath.
**DISCLAIMER: Photos are of the Tidewinds 2 model home and are for illustrative purposes only.",2,2,,1,1638,449990,,2026-03-28T18:56:35+00:00,,,"Living Room, Dining Room, Guest Room, Office, Recessed Ceilings, Extended and Screened In Lanai, Impact Resistant Glass",,,Y,"Living Room, Dining Room, Guest Room, Office, Recessed Ceilings, Extended and Screened In Lanai, Impact Resistant Glass",,,,,,Tidewinds 2,2,2,2,,1638,1,449990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/vision-7/2212-bamboo-palm-cove-vision-228/,Palm Grove,27.47801,-82.35952,2212 Bamboo Palm Cove,Lakewood Ranch,FL,34219,,,Upcoming,Neal Communities,,,2,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,Vision 2,"UNDER CONSTRUCTION - Vision at Palm Grove- Homesite #228
Experience the perfect blend of luxury and comfort in the Vision plan by Neal Communities. This stunning 2-story home boasts 2,956 square feet of thoughtfully designed living space, featuring 4 bedrooms and 3.5 bathrooms and a spacious 2-car garage. The open layout includes a welcoming great room and dining area, ideal for entertaining. A versatile loft adds extra space for relaxation or play. Enjoy the ease of new home construction with modern finishes and energy-efficient features, all while embracing the vibrant Florida lifestyle. Discover your dream home today with Neal Communities, where new home builders create lasting memories.
**DISCLAIMER: Photos are of the Vision model and are for illustrative purposes only.",4,3,1,2,2956,663990,,2026-05-03T12:12:14+00:00,,,"Living Room, Dining Room, Guest Room, Bonus Room, Impact Resistant Windows, Recessed Ceilings, Pocket Sliding Glass Doors",,,Y,"Living Room, Dining Room, Guest Room, Bonus Room, Impact Resistant Windows, Recessed Ceilings, Pocket Sliding Glass Doors",,,,,,Vision 2,2,4,3,1,2956,2,663990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/palm-grove/white-star-3/2234-lady-palm-loop-bradenton-fl-34212-homesite-128/,Palm Grove,27.47801,-82.35952,2234 Lady Palm Loop,Lakewood Ranch,FL,34212,,,Active,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Discover Palm Grove, a vibrant, amenity-rich new community in Lakewood Ranch, Florida, by Neal Communities, Southwest Florida’s most trusted new home builders.",,White Star,"MOVE IN READY - White Star at Palm Grove - Homesite #128
With 3 bedrooms, 2 baths, and 2,064 sq. ft. of open living space, the White Star is a home built for entertaining guests or daily relaxation. At the front of the home is a formal dining room connecting to the kitchen area, allowing dishes to have a beautiful display as they are brought to the table. The inviting great room is open to the island kitchen and charming café area, perfect for unwinding over refreshments while enjoying the sight of the outdoor lanai.
The master suite is the perfect retreat for owners. This space features the spacious master bedroom leads to a spa-style master bath with corner shower, vanity sink and private water closet. You can also enjoy a large walk-in closet, where you can pick your next outfit after freshening up.",3,2,1,1,2064,519990,,2026-05-03T12:09:01+00:00,,,"Living Room, Dining Room, Guest Room, Impact Resistant Glass",,,Y,"Living Room, Dining Room, Guest Room, Impact Resistant Glass",,,,,,White Star,2,3,2,1,2064,1,519990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/vicenza/liberty-4/341-potenza-loop-liberty4-390/,Vicenza,27.123873,-82.372406,341 Potenza Loop,North Venice,FL,34275,,,Active,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Vicenza is a community of stylish new homes in North Venice. Featuring a Northern Italian design theme, the neighborhood is well-suited for an active lifestyle, offering residents access to a Clubhouse and recreation center. Outdoor enthusiasts will enjoy the large, resort-style swimming pool, pickleball courts, bocce ball courts and dog park.",,Liberty 4,"UNDER CONSTRUCTION - Liberty 4 at Vicenza Homesite #390
The Liberty 4 home design by Neal Communities features a welcoming front porch. Inside, you step into the open great room and onto the well-appointed kitchen, which has plenty of counterspace and a breakfast area, a perfect spot to start your morning. An covered lanai sits beyond.
The spacious master suite also features two walk-in closets, large shower and private water closet. A formal dining room at the front of the home completes this home.
This could be the home you’ve been looking for! Call today to find out more and to schedule an appointment.
**DISCLAIMER: Photos are of the Liberty 2 model and are for illustrative purposes only.",3,2,,1,1533,428990,,2026-02-03T15:02:17+00:00,,,"Living Room, Dining Room, Guest Room, Office, Two Foot Garage Extension, Impact Resistant Glass Whole House, Covered Lanai",,,Y,"Living Room, Dining Room, Guest Room, Office, Two Foot Garage Extension, Impact Resistant Glass Whole House, Covered Lanai",,,,,,Liberty 4,2,3,2,,1533,1,428990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/vicenza/patriot-3/277-potenza-loop-north-venice-fl-34275-homesite-406/,Vicenza,27.123873,-82.372406,277 Potenza Loop,North Venice,FL,34275,,,Active,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Vicenza is a community of stylish new homes in North Venice. Featuring a Northern Italian design theme, the neighborhood is well-suited for an active lifestyle, offering residents access to a Clubhouse and recreation center. Outdoor enthusiasts will enjoy the large, resort-style swimming pool, pickleball courts, bocce ball courts and dog park.",,Patriot,"MOVE IN READY - Patriot at Vicenza - Homesite #406
The open living area gives the Patriot a light and airy feel, with an expansive great room with recessed ceiling, dining area and roomy kitchen with an island. Sliding glass doors open to the extended and covered lanai with outdoor kitchen wall. In the master suite the large bedroom offers a window out to the lanai and features a walk-in closet and bath with walk-in shower, private water closet and two sinks rather than one. A second bath is located between the two remaining bedrooms.",3,2,,1,1682,499990,,2026-02-03T15:05:35+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Extended and Covered Lanai",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Extended and Covered Lanai",,,,,,Patriot,2,3,2,,1682,1,499990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/vicenza/tidewater-2-3/264-altamura-circle-tidewater-b2-523/,Vicenza,27.123873,-82.372406,264 Altamura Circle,North Venice,FL,34275,,,Active,Neal Communities,SFA,,2,,,,,,,https://www.nealcommunities.com,"Vicenza is a community of stylish new homes in North Venice. Featuring a Northern Italian design theme, the neighborhood is well-suited for an active lifestyle, offering residents access to a Clubhouse and recreation center. Outdoor enthusiasts will enjoy the large, resort-style swimming pool, pickleball courts, bocce ball courts and dog park.",,Tidewater 2,"UNDER CONSTRUCTION - Tidewater 2 at Vicenza - Homesite #523
The Tidewater 2 two-bedroom, two-bath twin villa home designed by Neal Communities features a spacious layout with an open living area. The home includes an open great room, dining area and beautifully-equipped kitchen with island for enjoying five-star meals. A den offers the perfect space for a home office, while a covered and extended lanai at the back of the home provides a lovely environment for enjoying the outdoors. The master suite bedroom features two closets and a bath with dual sink vanities, walk-in shower and private water closet. A walk-in closet and proximity to a full bath makes the second bedroom a great guest room.
**DISLCAIMER: Photos are of the Tidewater 2 model home and are for illustrative purposes only.",2,2,,1,1530,416990,,2026-02-03T15:01:56+00:00,,,"Living Room, Dining Room, Guest Room, Guest Room, Impact Resistant Glass, Extended and Screened In Lanai",,,Y,"Living Room, Dining Room, Guest Room, Guest Room, Impact Resistant Glass, Extended and Screened In Lanai",,,,,,Tidewater 2,2,2,2,,1530,1,416990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/vicenza/tidewater-2b-2/260-altamura-circle-tidewaterb2-524/,Vicenza,27.123873,-82.372406,260 Altamura Circle,North Venice,FL,34275,,,Upcoming,Neal Communities,SFA,,2,,,,,,,https://www.nealcommunities.com,"Vicenza is a community of stylish new homes in North Venice. Featuring a Northern Italian design theme, the neighborhood is well-suited for an active lifestyle, offering residents access to a Clubhouse and recreation center. Outdoor enthusiasts will enjoy the large, resort-style swimming pool, pickleball courts, bocce ball courts and dog park.",,Tidewater 2B,"UNDER CONSTRUCTION - Tidewater 2B Villa at Vicenza - Homesite #524
The Tidewater 2B, a beautiful twin villa-style home designed by Neal Communities, features inviting open living spaces. The plan includes an open great room with coffered ceiling, dining area and beautifully-equipped island kitchen. Enjoy outdoor living on the extended covered lanai, reached through pocket sliding glass doors in the great room. The master suite bedroom includes two closets and a bath with dual sink vanities, walk-in shower and private water closet. Use the second bedroom with walk-in closet your guest room, located close to a full bath. Set up a home office in the den, which features French doors. This home in Vicenza is an excellent choice for a young family, individuals or as a secondary of vacation home.
Call today to schedule your appointment!
*DISCLAIMER: Photos are of the Tidewater Villa model home and are for illustrative purposes only.",2,2,,1,1530,431990,,2026-02-03T15:04:01+00:00,,,"Dining Room, Office, Guest Room, Living Room, Extended Lanai, Impact Resistant Glass Windows, Pocket Sliding Door",,,Y,"Dining Room, Office, Guest Room, Living Room, Extended Lanai, Impact Resistant Glass Windows, Pocket Sliding Door",,,,,,Tidewater 2B,2,2,2,,1530,1,431990,,,,,,,,,,,,
https://www.nealcommunities.com/new-homes/vicenza/victory-4/321-potenza-loop-victory-395/,Vicenza,27.123873,-82.372406,321 Potenza Loop,North Venice,FL,34275,,,Active,Neal Communities,SFD,,2,,,,,,,https://www.nealcommunities.com,"Vicenza is a community of stylish new homes in North Venice. Featuring a Northern Italian design theme, the neighborhood is well-suited for an active lifestyle, offering residents access to a Clubhouse and recreation center. Outdoor enthusiasts will enjoy the large, resort-style swimming pool, pickleball courts, bocce ball courts and dog park.",,Victory,"UNDER CONSTRUCTION - Victory at Vicenza - Homesite #395
The Victory home design by Neal Communities offers well-laid out and accommodating living spaces. The open great room, which offers a coffered ceiling, looks out to the dining area and kitchen on one side and a covered lanai on the other. The beautifully-equipped kitchen includes a walk-in pantry and center island with breakfast bar. The master suite features a walk-in closet, long shower, water closet and a double sink vanity. Secondary bedrooms both have walk-in closets. The home also includes a den with French doors, a laundry room tub.
Come see Vicenza and all it offers today! Call to find out more and to schedule an appointment.
**DISLCAIMER: Photos are of the Victory model home and are for illustrative purposes only.",3,2,,1,1764,453990,,2026-03-02T20:21:07+00:00,,,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Extended Lanai, Garage Extension",,,Y,"Living Room, Dining Room, Guest Room, Office, Impact Resistant Glass, Extended Lanai, Garage Extension",,,,,,Victory,2,3,2,,1764,1,453990,,,,,,,,,,,,
